"Transaction Date",c11,,,bc_victoria,,,bc_vancouver,,,ab_calgary,,,ab_edmonton,,,mb_winnipeg,,,on_hamilton,,,on_toronto,,,on_ottawa,,,qc_montreal,,,qc_quebec_city,,,ns_halifax,,
,Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count",Index,"SA Index","Sales Pair Count"
Jul-1990,,,,45.97,46.19,198,55.36,55.29,1189,,,,,,,62.65,62.75,792,,,,,,,,,,59.13,59.33,1654,61.71,61.67,261,57.04,56.96,221
Aug-1990,,,,46.19,46.55,267,54.67,54.52,1586,,,,,,,62.56,62.52,809,,,,,,,,,,58.82,59.52,1098,61.79,62.30,180,56.98,56.79,223
Sep-1990,,,,46.30,46.67,210,54.48,54.66,1405,,,,,,,62.19,62.23,638,,,,,,,,,,58.50,59.44,789,61.81,62.53,122,56.86,56.76,139
Oct-1990,,,,45.85,46.40,219,54.21,54.35,1483,,,,,,,61.71,62.01,578,,,,,,,,,,57.78,58.69,928,62.42,63.54,160,56.30,56.44,110
Nov-1990,,,,45.91,46.30,277,55.41,55.71,1833,,,,,,,61.14,61.73,483,,,,,,,,,,57.48,58.40,1054,62.55,63.37,151,55.93,56.49,129
Dec-1990,,,,45.61,46.05,223,54.90,55.30,1887,,,,,,,60.91,61.65,452,,,,,,,,,,57.50,58.40,832,62.71,63.70,75,55.46,56.30,107
Jan-1991,,,,45.79,46.20,98,54.37,54.81,636,,,,,,,60.68,61.54,277,,,,,,,,,,57.52,58.34,701,61.79,62.64,86,56.15,56.92,88
Feb-1991,,,,46.01,46.45,158,52.60,53.21,1003,,,,,,,60.96,61.77,229,,,,,,,,,,57.41,58.31,650,61.65,62.53,92,55.76,56.45,54
Mar-1991,,,,46.19,46.73,287,53.07,53.68,2114,,,,,,,60.94,61.87,320,,,,,,,,,,57.67,57.98,976,61.44,62.43,179,56.29,56.87,83
Apr-1991,,,,46.94,47.29,333,54.05,54.48,2945,,,,,,,61.25,61.97,438,,,,,,,,,,58.23,58.37,1167,62.11,62.67,204,56.14,56.71,99
May-1991,,,,47.58,47.85,486,55.02,55.19,3322,,,,,,,61.21,61.83,487,,,,,,,,,,58.77,58.58,2376,62.16,62.52,539,56.77,57.17,152
Jun-1991,,,,48.64,48.96,437,55.81,55.83,3116,,,,,,,61.48,61.84,590,,,,,,,,,,58.60,58.54,4002,62.37,62.43,871,56.91,57.06,184
Jul-1991,,,,49.56,49.81,423,56.60,56.56,2755,,,,,,,61.72,61.81,872,,,,,,,,,,58.48,58.66,1500,62.49,62.42,347,57.44,57.37,346
Aug-1991,,,,50.08,50.48,407,57.33,57.20,2536,,,,,,,61.88,61.85,801,,,,,,,,,,57.90,58.60,1301,62.05,62.53,301,57.67,57.47,300
Sep-1991,,,,50.55,50.98,330,57.87,58.06,1903,,,,,,,61.91,61.96,625,,,,,,,,,,57.72,58.65,1138,62.14,62.86,198,57.32,57.22,160
Oct-1991,,,,51.00,51.60,300,57.81,57.99,2223,,,,,,,61.57,61.87,524,,,,,,,,,,57.83,58.77,1166,61.65,62.74,230,56.65,56.80,127
Nov-1991,,,,51.90,52.36,384,57.94,58.28,2186,,,,,,,61.15,61.75,392,,,,,,,,,,58.03,58.95,1227,62.25,63.08,232,56.82,57.40,118
Dec-1991,,,,52.57,53.08,298,58.25,58.69,1636,,,,,,,61.70,62.46,335,,,,,,,,,,57.79,58.73,1917,62.34,63.33,265,57.17,58.05,106
Jan-1992,,,,53.31,53.77,308,58.82,59.30,1981,,,,,,,61.39,62.26,263,,,,,,,,,,57.49,58.31,534,62.93,63.84,94,57.49,58.28,123
Feb-1992,,,,53.60,54.09,293,59.31,59.94,2105,,,,,,,61.54,62.36,236,,,,,,,,,,57.70,58.57,755,62.91,63.82,156,57.25,57.95,63
Mar-1992,,,,54.10,54.70,352,59.77,60.38,3081,,,,,,,60.82,61.73,371,,,,,,,,,,58.21,58.51,1956,63.05,64.09,287,57.14,57.74,94
Apr-1992,,,,54.38,54.77,465,60.47,60.86,3726,,,,,,,61.27,61.98,546,,,,,,,,,,58.52,58.65,1711,63.37,63.96,272,57.20,57.76,132
May-1992,,,,54.81,55.14,401,60.99,61.15,3171,,,,,,,61.65,62.25,597,,,,,,,,,,58.39,58.21,2333,63.74,64.09,571,57.63,58.01,194
Jun-1992,,,,54.91,55.28,492,61.50,61.53,3107,,,,,,,62.08,62.43,808,,,,,,,,,,58.15,58.08,4913,64.07,64.10,1239,58.26,58.37,176
Jul-1992,,,,55.38,55.68,438,61.83,61.87,2961,,,,,,,62.53,62.60,971,,,,,,,,,,57.55,57.72,1192,64.06,63.96,396,58.59,58.54,420
Aug-1992,,,,55.67,56.11,430,62.34,62.29,2806,,,,,,,62.75,62.76,883,,,,,,,,,,57.29,57.99,1107,63.61,64.06,306,58.75,58.55,283
Sep-1992,,,,56.29,56.82,436,62.72,62.94,3117,,,,,,,62.75,62.83,874,,,,,,,,,,57.15,58.06,1174,63.37,64.08,251,58.96,58.87,135
Oct-1992,,,,56.55,57.20,465,63.37,63.62,3455,,,,,,,62.75,63.07,640,,,,,,,,,,57.13,58.11,1164,63.08,64.17,311,59.05,59.21,100
Nov-1992,,,,57.14,57.66,491,63.94,64.36,4097,,,,,,,62.56,63.18,661,,,,,,,,,,57.17,58.09,1321,63.22,64.11,262,58.89,59.54,80
Dec-1992,,,,57.69,58.24,278,64.59,65.08,1971,,,,,,,62.40,63.18,506,,,,,,,,,,56.67,57.64,1337,63.33,64.38,280,58.29,59.21,84
Jan-1993,,,,57.91,58.39,242,65.14,65.68,1831,,,,,,,62.43,63.33,262,,,,,,,,,,57.01,57.83,626,63.62,64.60,126,58.52,59.34,77
Feb-1993,,,,58.38,58.89,262,65.55,66.16,1661,,,,,,,62.44,63.27,226,,,,,,,,,,56.93,57.75,683,63.48,64.41,128,58.91,59.62,103
Mar-1993,,,,58.57,59.16,349,66.23,66.79,2769,,,,,,,62.55,63.47,333,,,,,,,,,,57.47,57.76,1127,63.26,64.32,195,59.29,59.90,145
Apr-1993,,,,59.51,59.93,382,66.94,67.24,3389,,,,,,,62.37,63.05,447,,,,,,,,,,57.56,57.68,1620,62.97,63.58,295,59.56,60.06,187
May-1993,,,,60.02,60.39,467,67.43,67.59,3286,,,,,,,62.72,63.28,500,,,,,,,,,,57.90,57.72,2272,63.63,63.95,522,59.23,59.57,275
Jun-1993,,,,60.58,61.03,506,67.89,67.96,3985,,,,,,,63.05,63.37,842,,,,,,,,,,58.04,57.94,4751,64.03,64.01,1187,59.40,59.45,154
Jul-1993,,,,60.43,60.81,472,67.98,68.12,3215,,,,,,,63.46,63.54,935,,,,,,,,,,57.81,57.96,1659,64.46,64.34,464,59.58,59.56,263
Aug-1993,,,,60.00,60.48,452,68.37,68.44,2968,,,,,,,63.53,63.59,1018,,,,,,,,,,57.26,57.94,1210,63.90,64.28,321,60.07,59.92,266
Sep-1993,,,,59.94,60.53,356,68.43,68.69,2796,,,,,,,63.56,63.68,757,,,,,,,,,,56.94,57.83,1199,63.62,64.30,230,60.17,60.13,255
Oct-1993,,,,60.21,60.88,337,68.50,68.81,2663,,,,,,,63.30,63.65,662,,,,,,,,,,56.78,57.82,1093,63.18,64.22,236,60.09,60.29,193
Nov-1993,,,,60.42,60.98,391,68.55,69.03,2723,,,,,,,62.97,63.59,658,,,,,,,,,,57.04,57.99,1206,63.27,64.25,242,59.86,60.57,151
Dec-1993,,,,60.53,61.08,297,68.63,69.14,2076,,,,,,,62.96,63.76,417,,,,,,,,,,57.15,58.16,1135,62.85,63.94,223,59.88,60.86,211
Jan-1994,,,,61.10,61.58,332,68.80,69.37,2648,,,,,,,62.89,63.82,395,,,,,,,,,,57.65,58.48,517,62.46,63.51,86,59.59,60.45,47
Feb-1994,,,,61.66,62.16,411,69.18,69.74,2561,,,,,,,63.24,64.09,341,,,,,,,,,,57.87,58.65,927,61.94,62.86,179,59.80,60.51,98
Mar-1994,,,,62.40,62.97,492,69.64,70.13,3820,,,,,,,63.35,64.26,555,,,,,,,,,,58.31,58.63,1517,62.71,63.76,232,59.64,60.21,118
Apr-1994,,,,62.46,62.91,541,70.05,70.27,4545,,,,,,,63.74,64.37,681,,,,,,,,,,58.45,58.55,1778,63.50,64.13,333,60.04,60.43,123
May-1994,,,,62.54,62.98,533,70.29,70.44,5204,,,,,,,63.97,64.47,963,,,,,,,,,,58.61,58.40,3158,64.43,64.71,669,60.37,60.63,186
Jun-1994,,,,62.44,62.94,385,70.45,70.58,3447,,,,,,,64.08,64.37,1085,,,,,,,,,,58.24,58.15,5609,64.15,64.09,1295,61.02,61.03,389
Jul-1994,,,,62.31,62.73,364,70.60,70.80,2687,,,,,,,64.22,64.34,874,,,,,,,,,,57.85,58.00,1788,64.18,64.04,430,60.97,60.98,266
Aug-1994,,,,62.50,62.99,365,70.71,70.88,2871,,,,,,,64.10,64.22,1204,,,,,,,,,,57.25,57.91,1113,63.71,64.06,298,61.27,61.20,297
Sep-1994,,,,62.17,62.81,349,70.72,71.01,2326,,,,,,,64.02,64.19,913,,,,,,,,,,57.08,57.94,955,62.80,63.45,336,61.16,61.21,246
Oct-1994,,,,62.06,62.74,317,71.03,71.37,2489,,,,,,,63.75,64.12,731,,,,,,,,,,56.62,57.69,933,62.32,63.28,211,60.76,61.03,140
Nov-1994,,,,61.29,61.87,323,70.95,71.44,2873,,,,,,,63.57,64.18,615,,,,,,,,,,56.56,57.53,1039,61.89,62.92,222,60.11,60.85,116
Dec-1994,,,,61.67,62.24,260,71.13,71.60,2071,,,,,,,63.38,64.17,448,,,,,,,,,,56.25,57.23,1143,62.61,63.73,213,59.76,60.73,189
Jan-1995,,,,61.49,61.93,317,70.91,71.48,2566,,,,,,,63.14,64.08,326,,,,,,,,,,56.41,57.23,669,62.20,63.32,140,60.14,61.02,63
Feb-1995,,,,61.68,62.15,224,70.96,71.51,2047,,,,,,,63.21,64.08,347,,,,,,,,,,56.41,57.14,868,62.27,63.20,145,60.08,60.78,93
Mar-1995,,,,60.79,61.28,219,70.92,71.37,2125,,,,,,,63.03,63.92,478,,,,,,,,,,56.82,57.18,1137,62.00,63.03,227,60.08,60.57,123
Apr-1995,,,,60.43,60.90,200,70.90,71.11,1962,,,,,,,63.35,63.94,479,,,,,,,,,,56.99,57.09,1176,62.35,62.97,220,60.29,60.57,82
May-1995,,,,59.93,60.39,263,70.70,70.87,2371,,,,,,,63.33,63.79,700,,,,,,,,,,57.33,57.12,2520,63.04,63.25,536,60.56,60.72,129
Jun-1995,,,,59.98,60.50,325,70.42,70.61,2753,,,,,,,63.66,63.92,882,,,,,,,,,,57.20,57.13,3929,63.38,63.31,1030,60.91,60.88,265
Jul-1995,,,,59.85,60.28,396,70.02,70.22,2540,,,,,,,63.62,63.78,911,,,,,,,,,,56.93,57.08,1400,63.26,63.15,418,60.78,60.81,377
Aug-1995,,,,60.20,60.64,434,70.05,70.24,3159,,,,,,,63.60,63.75,1159,,,,,,,,,,56.37,56.99,1111,62.62,62.96,283,60.82,60.88,548
Sep-1995,,,,59.87,60.46,444,69.98,70.25,2855,,,,,,,63.54,63.74,805,,,,,,,,,,56.02,56.87,1074,62.50,63.12,250,60.55,60.71,201
Oct-1995,,,,59.53,60.18,365,69.92,70.23,2517,,,,,,,63.41,63.78,781,,,,,,,,,,55.75,56.79,1009,62.30,63.20,272,60.29,60.66,134
Nov-1995,,,,60.19,60.77,307,69.91,70.38,2667,,,,,,,63.28,63.85,615,,,,,,,,,,55.72,56.66,1031,61.98,63.06,237,59.29,60.02,179
Dec-1995,,,,60.29,60.85,296,69.64,70.09,2131,,,,,,,62.93,63.68,418,,,,,,,,,,55.62,56.52,1020,61.83,62.96,261,59.05,59.98,114
Jan-1996,,,,60.47,60.87,269,69.52,70.09,2089,,,,,,,62.84,63.77,305,,,,,,,,,,55.57,56.36,771,61.77,62.94,150,59.06,59.91,105
Feb-1996,,,,59.65,60.08,316,69.33,69.87,2153,,,,,,,62.82,63.72,287,,,,,,,,,,55.64,56.34,856,62.25,63.20,191,59.94,60.61,142
Mar-1996,,,,59.87,60.34,373,69.51,69.97,2946,,,,,,,63.11,63.99,377,,,,,,,,,,55.81,56.25,1113,61.93,62.92,244,60.62,61.01,177
Apr-1996,,,,59.57,60.07,460,69.78,70.02,3488,,,,,,,63.20,63.81,534,,,,,,,,,,56.31,56.44,1844,62.22,62.80,360,61.00,61.21,224
May-1996,,,,59.82,60.35,460,69.88,70.06,3719,,,,,,,63.38,63.82,693,,,,,,,,,,56.69,56.53,4093,62.54,62.67,921,61.18,61.26,365
Jun-1996,,,,59.49,59.99,404,69.98,70.18,3205,,,,,,,63.44,63.71,894,,,,,,,,,,56.80,56.78,4753,62.94,62.91,1078,60.85,60.83,262
Jul-1996,,,,59.86,60.30,477,70.01,70.18,3177,,,,,,,63.42,63.62,1078,,,,,,,,,,56.46,56.66,1611,62.87,62.83,462,60.61,60.67,209
Aug-1996,,,,59.75,60.15,485,70.07,70.22,3058,,,,,,,63.50,63.64,944,,,,,,,,,,55.94,56.52,1191,62.83,63.21,328,60.18,60.35,176
Sep-1996,,,,60.03,60.59,391,69.87,70.12,2706,,,,,,,63.32,63.52,724,,,,,,,,,,55.54,56.35,1037,62.42,63.03,248,60.26,60.54,161
Oct-1996,,,,60.01,60.66,395,69.80,70.09,3208,,,,,,,63.48,63.81,698,,,,,,,,,,55.47,56.43,1176,62.04,62.88,276,60.35,60.83,236
Nov-1996,,,,60.03,60.61,488,69.71,70.17,3622,,,,,,,63.33,63.87,601,,,,,,,,,,55.51,56.39,1311,61.38,62.46,275,60.67,61.41,233
Dec-1996,,,,59.99,60.57,312,69.92,70.38,2747,,,,,,,63.44,64.16,582,,,,,,,,,,55.82,56.61,1376,61.42,62.51,208,60.68,61.57,152
Jan-1997,,,,60.25,60.63,496,69.78,70.39,3521,,,,,,,63.26,64.20,502,,,,,,,,,,55.95,56.69,1089,61.45,62.63,186,60.84,61.67,115
Feb-1997,,,,60.59,61.04,316,69.91,70.47,3010,,,,,,,63.16,64.12,440,,,,,,,,,,56.21,56.91,1169,61.81,62.76,214,60.98,61.62,183
Mar-1997,,,,60.55,61.02,345,69.92,70.41,3154,,,,,,,63.34,64.24,528,,,,,,,,,,56.50,57.03,1221,62.26,63.21,227,61.44,61.74,205
Apr-1997,,,,60.58,61.15,440,70.18,70.46,3846,,,,,,,63.63,64.30,798,,,,,,,,,,56.87,57.10,2387,62.72,63.27,427,61.55,61.71,250
May-1997,,,,60.33,60.89,549,70.35,70.55,3975,,,,,,,64.10,64.57,750,,,,,,,,,,57.10,57.07,4731,63.08,63.19,1095,61.85,61.89,449
Jun-1997,,,,60.74,61.24,505,70.32,70.51,3568,,,,,,,64.29,64.60,942,,,,,,,,,,56.90,56.96,6350,63.10,63.16,1487,61.90,61.90,330
Jul-1997,,,,60.92,61.35,533,70.42,70.55,3357,,,,,,,64.43,64.60,1184,,,,,,,,,,56.57,56.82,2029,63.23,63.32,498,62.17,62.26,264
Aug-1997,,,,60.96,61.33,519,70.29,70.40,3368,,,,,,,64.50,64.59,1124,,,,,,,,,,56.10,56.61,1357,62.51,62.92,341,62.06,62.34,212
Sep-1997,,,,60.67,61.18,380,70.50,70.71,2637,,,,,,,64.38,64.55,1004,,,,,,,,,,56.15,56.90,1161,62.32,62.90,300,61.87,62.28,171
Oct-1997,,,,60.29,60.94,438,70.29,70.55,3106,,,,,,,64.29,64.58,854,,,,,,,,,,56.16,57.01,1349,62.18,62.96,274,62.19,62.77,243
Nov-1997,,,,60.36,60.94,358,69.88,70.33,3046,,,,,,,64.05,64.55,603,,,,,,,,,,56.60,57.40,1100,62.94,64.03,279,62.19,62.91,165
Dec-1997,,,,60.32,60.90,304,69.58,70.08,2461,,,,,,,63.88,64.58,502,,,,,,,,,,56.59,57.28,1351,62.72,63.78,276,62.17,63.00,109
Jan-1998,,,,60.96,61.36,341,69.27,69.92,2437,,,,,,,63.54,64.53,414,,,,,,,,,,56.75,57.45,837,62.65,63.83,146,61.82,62.58,147
Feb-1998,,,,60.75,61.22,318,69.36,69.96,2282,,,,,,,63.77,64.80,414,,,,,,,,,,56.65,57.38,958,61.85,62.82,165,62.27,62.86,157
Mar-1998,,,,61.05,61.58,338,69.25,69.77,2334,,,,,,,63.94,64.88,537,,,,,,,,,,56.90,57.55,1265,62.29,63.17,239,62.89,63.11,203
Apr-1998,,,,60.42,61.02,381,69.10,69.42,2482,,,,,,,64.19,64.91,541,,,,,,,,,,57.27,57.66,2029,62.60,63.09,360,63.15,63.29,367
May-1998,,,,60.62,61.21,365,68.94,69.14,2449,,,,,,,64.15,64.67,699,,,,,,,,,,57.70,57.87,3813,63.44,63.56,794,63.48,63.54,277
Jun-1998,,,,60.52,60.97,498,68.71,68.84,2997,,,,,,,64.55,64.88,1107,,,,,,,,,,57.99,58.15,6241,63.29,63.50,1524,63.73,63.79,298
Jul-1998,,,,60.85,61.26,491,68.54,68.61,2627,,,,,,,64.91,65.03,1154,68.02,67.69,107,68.38,67.99,537,62.68,62.85,163,57.95,58.22,2144,63.22,63.43,404,63.91,64.05,260
Aug-1998,,,,60.43,60.78,451,68.29,68.34,2521,,,,,,,65.23,65.24,1249,67.81,67.58,102,68.25,68.10,559,62.76,62.87,136,58.00,58.41,1522,62.93,63.36,325,63.87,64.21,221
Sep-1998,,,,59.97,60.42,439,67.93,68.11,2682,,,,,,,65.25,65.37,1045,68.05,67.99,85,68.17,68.21,428,62.93,62.91,104,57.96,58.57,1452,63.10,63.69,258,63.91,64.42,229
Oct-1998,,,,59.67,60.28,345,67.58,67.84,2395,,,,,,,65.21,65.47,791,67.66,67.82,95,68.09,68.24,468,62.99,63.00,100,58.07,58.78,1537,62.53,63.25,257,63.90,64.53,249
Nov-1998,,,,59.83,60.38,343,67.35,67.79,2100,,,,,,,65.05,65.52,624,67.32,67.89,71,68.13,68.35,448,62.29,62.21,85,58.02,58.75,1403,62.24,63.25,266,64.14,64.85,180
Dec-1998,,,,60.04,60.64,330,66.89,67.38,1975,,,,,,,64.85,65.55,497,67.93,68.25,65,69.27,69.47,420,64.56,64.44,66,58.41,59.05,1430,62.04,62.99,256,64.53,65.30,132
Jan-1999,,,,60.13,60.56,244,66.60,67.25,1862,,,,,,,64.78,65.84,271,68.31,68.74,53,68.91,69.24,316,64.06,64.07,43,58.49,59.21,875,61.87,63.00,156,64.89,65.63,86
Feb-1999,,,,60.07,60.59,289,66.51,67.13,1933,69.40,69.55,497,,,,64.77,65.90,301,69.05,69.57,50,69.07,69.22,301,65.64,65.70,48,58.70,59.51,997,62.21,63.19,160,65.31,65.87,204
Mar-1999,65.63,66.13,7309,60.00,60.59,381,66.66,67.21,2578,69.20,69.26,585,61.92,62.14,544,64.98,66.01,522,68.60,69.05,59,68.29,68.80,429,63.65,63.84,103,58.75,59.55,1598,62.72,63.58,278,65.47,65.66,232
Apr-1999,66.17,66.42,8540,60.21,60.85,390,67.01,67.36,2586,69.16,69.28,511,62.32,62.38,673,65.23,66.01,618,68.62,68.74,74,69.17,69.22,400,64.52,64.71,93,59.19,59.77,2438,63.71,64.21,407,65.97,66.12,350
May-1999,66.72,66.85,11380,60.32,60.89,373,67.06,67.25,2628,69.22,69.28,611,62.72,62.65,800,65.58,66.15,711,68.88,68.65,102,70.53,70.55,477,63.80,63.84,128,59.55,59.91,4324,64.06,64.26,871,66.19,66.32,355
Jun-1999,67.04,66.99,16677,60.66,61.07,563,67.19,67.24,3634,69.60,69.65,678,63.02,62.78,972,65.99,66.30,1108,69.40,69.22,115,70.95,70.64,738,64.29,64.33,208,59.77,60.05,6748,63.82,64.18,1570,66.50,66.63,343
Jul-1999,67.24,67.14,11016,60.45,60.83,501,67.26,67.25,3529,69.95,69.93,777,63.42,63.11,966,66.54,66.59,1373,70.11,69.81,105,71.18,70.81,716,64.17,64.29,195,60.07,60.28,2124,63.75,64.05,442,66.51,66.71,288
Aug-1999,67.15,67.15,9501,60.58,60.92,409,67.37,67.40,3016,70.25,70.28,598,63.57,63.29,932,66.75,66.70,1309,70.24,69.98,119,70.58,70.43,747,64.47,64.56,156,60.29,60.57,1665,63.86,64.27,314,66.47,66.80,236
Sep-1999,67.28,67.41,8319,60.75,61.16,390,67.44,67.61,2678,70.51,70.53,616,63.64,63.56,749,66.77,66.84,999,69.82,69.80,75,70.83,70.85,554,64.41,64.36,151,60.35,60.79,1505,63.84,64.40,289,66.64,67.20,313
Oct-1999,67.43,67.68,7318,60.76,61.33,334,67.55,67.82,2355,70.60,70.83,528,63.85,63.89,740,66.75,66.99,754,69.66,69.79,87,71.01,71.12,502,64.94,64.93,107,60.49,61.05,1453,64.22,64.90,266,66.87,67.54,192
Nov-1999,67.52,67.88,7864,60.67,61.18,441,67.59,68.05,2629,70.83,71.13,539,63.98,64.17,632,66.88,67.31,709,69.45,69.96,94,71.03,71.24,581,65.12,65.01,97,60.74,61.41,1648,64.21,65.19,297,67.50,68.24,197
Dec-1999,67.82,68.22,6200,60.46,61.05,288,67.71,68.24,1904,70.81,71.28,499,64.29,64.48,418,66.83,67.53,579,70.07,70.37,77,71.61,71.84,508,65.25,65.14,106,60.94,61.60,1377,64.72,65.61,288,67.64,68.40,156
Jan-2000,67.94,68.45,4304,60.64,61.12,192,67.70,68.40,1632,71.25,71.50,419,64.38,64.71,117,66.46,67.61,305,70.19,70.68,51,71.76,72.13,367,65.47,65.52,65,60.98,61.81,935,64.49,65.64,130,68.24,68.95,91
Feb-2000,68.30,68.75,5090,61.03,61.64,247,67.70,68.37,1623,71.55,71.74,352,64.79,64.95,459,66.53,67.79,386,70.51,71.07,60,72.50,72.67,307,65.71,65.83,73,60.97,61.93,1150,64.99,66.04,247,68.66,69.20,186
Mar-2000,68.45,69.00,6961,60.91,61.62,251,67.80,68.40,2078,72.21,72.27,526,64.96,65.18,618,66.77,67.93,492,70.73,71.21,75,72.47,72.99,470,66.02,66.26,94,61.29,62.25,1756,65.15,66.04,223,69.33,69.53,378
Apr-2000,68.96,69.24,7484,61.00,61.70,255,67.98,68.39,2037,72.56,72.69,575,65.52,65.58,617,67.55,68.38,572,71.83,71.94,96,73.20,73.22,387,66.72,66.94,104,61.67,62.42,2228,65.41,65.96,354,69.45,69.63,259
May-2000,69.33,69.47,12666,60.84,61.41,353,68.35,68.53,2353,73.09,73.14,622,65.93,65.86,867,67.88,68.50,916,72.70,72.45,100,73.44,73.44,640,67.39,67.44,175,62.21,62.73,5270,65.26,65.55,1072,69.64,69.85,298
Jun-2000,69.80,69.76,16279,61.47,61.84,419,68.70,68.64,2871,73.24,73.30,749,66.53,66.27,946,68.46,68.73,987,73.18,72.98,128,74.00,73.72,812,67.78,67.84,240,62.80,63.17,7045,65.35,65.82,1729,69.86,70.06,353
Jul-2000,70.09,69.98,9335,61.65,61.99,326,68.81,68.70,2369,73.62,73.62,678,66.86,66.53,787,68.82,68.81,1318,72.69,72.45,102,74.34,74.04,722,68.10,68.13,209,63.40,63.47,2049,65.81,66.16,494,70.04,70.29,281
Aug-2000,70.29,70.26,9766,61.91,62.24,362,68.73,68.71,2634,73.61,73.65,687,67.19,66.89,1046,69.09,68.97,1334,73.01,72.75,110,74.63,74.49,863,68.38,68.42,225,63.67,63.83,1842,66.24,66.62,334,70.25,70.54,329
Sep-2000,70.42,70.51,7700,61.83,62.19,326,68.33,68.51,2149,73.84,73.86,626,67.25,67.14,756,69.07,69.08,894,73.19,73.20,110,74.97,74.96,667,69.29,69.18,180,63.82,64.08,1526,66.16,66.71,286,69.99,70.55,180
Oct-2000,70.50,70.71,7478,61.59,62.07,320,68.09,68.39,2125,73.66,73.84,585,67.35,67.39,702,69.05,69.24,835,73.83,73.93,100,75.17,75.23,672,70.08,70.04,143,63.81,64.26,1545,66.20,66.85,270,70.41,71.08,181
Nov-2000,70.64,70.99,7786,61.94,62.37,267,67.96,68.46,2530,73.91,74.21,570,67.53,67.72,694,68.92,69.36,738,73.57,73.98,116,75.46,75.63,628,70.92,70.80,194,63.81,64.50,1606,65.85,66.80,264,70.44,71.22,179
Dec-2000,70.79,71.22,5814,62.09,62.69,184,68.10,68.70,1604,74.15,74.60,430,67.94,68.16,499,68.81,69.55,501,73.76,74.06,92,75.50,75.76,621,71.66,71.58,128,63.94,64.69,1331,65.38,66.20,253,70.63,71.43,171
Jan-2001,71.02,71.61,5174,62.33,62.92,230,68.36,69.15,1821,74.90,75.16,446,68.51,68.88,475,68.46,69.69,359,73.72,74.26,56,75.69,76.09,460,71.80,71.92,91,63.99,65.00,1024,65.85,67.02,114,70.89,71.60,98
